PA	CellSize	Hive
1	0.450	2.00
1	0.450	2.00
1	0.450	2.00
1	0.450	2.00
1	0.450	2.00
1	0.451	2.00
1	0.451	2.00
1	0.454	2.00
1	0.454	2.00
1	0.454	2.00
1	0.454	2.00
1	0.455	2.00
1	0.455	2.00
1	0.455	2.00
1	0.456	2.00
1	0.456	2.00
1	0.456	2.00
1	0.456	2.00
1	0.458	2.00
1	0.459	2.00
1	0.459	2.00
1	0.459	2.00
1	0.459	2.00
1	0.462	2.00
1	0.462	2.00
1	0.462	2.00
1	0.462	2.00
1	0.462	2.00
1	0.462	2.00
1	0.462	2.00
1	0.465	2.00
1	0.465	2.00
1	0.466	2.00
1	0.466	2.00
1	0.466	2.00
1	0.466	2.00
1	0.466	2.00
1	0.466	2.00
1	0.468	2.00
1	0.468	2.00
1	0.470	2.00
1	0.470	2.00
1	0.470	2.00
1	0.470	2.00
1	0.470	2.00
1	0.471	2.00
1	0.471	2.00
1	0.474	2.00
1	0.474	2.00
1	0.475	2.00
1	0.475	2.00
1	0.475	2.00
1	0.477	2.00
1	0.477	2.00
1	0.477	2.00
1	0.477	2.00
1	0.478	2.00
1	0.478	2.00
1	0.478	2.00
1	0.479	2.00
1	0.479	2.00
1	0.479	2.00
1	0.479	2.00
1	0.479	2.00
1	0.479	2.00
1	0.479	2.00
1	0.480	2.00
1	0.482	2.00
1	0.482	2.00
1	0.482	2.00
1	0.484	2.00
1	0.484	2.00
1	0.484	2.00
1	0.485	2.00
1	0.486	2.00
1	0.486	2.00
1	0.486	2.00
1	0.486	2.00
1	0.486	2.00
1	0.486	2.00
1	0.486	2.00
1	0.488	2.00
1	0.488	2.00
1	0.488	2.00
1	0.488	2.00
1	0.488	2.00
1	0.490	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.491	2.00
1	0.492	2.00
1	0.492	2.00
1	0.492	2.00
1	0.492	2.00
1	0.494	2.00
1	0.496	2.00
1	0.496	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.499	2.00
1	0.503	2.00
1	0.504	2.00
1	0.504	2.00
1	0.506	2.00
1	0.507	2.00
1	0.509	2.00
1	0.509	2.00
1	0.509	2.00
1	0.509	2.00
1	0.511	2.00
1	0.511	2.00
1	0.515	2.00
1	0.515	2.00
1	0.515	2.00
1	0.515	2.00
1	0.516	2.00
1	0.516	2.00
1	0.518	2.00
1	0.518	2.00
1	0.518	2.00
1	0.519	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.522	2.00
1	0.523	2.00
1	0.526	2.00
1	0.526	2.00
1	0.526	2.00
1	0.526	2.00
1	0.526	2.00
1	0.531	2.00
1	0.532	2.00
1	0.534	2.00
1	0.534	2.00
1	0.534	2.00
1	0.535	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.538	2.00
1	0.540	2.00
1	0.543	2.00
1	0.543	2.00
1	0.543	2.00
1	0.543	2.00
1	0.543	2.00
1	0.543	2.00
1	0.543	2.00
1	0.545	2.00
1	0.545	2.00
1	0.547	2.00
1	0.547	2.00
1	0.547	2.00
1	0.547	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.550	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.555	2.00
1	0.559	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.561	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.563	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.567	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.575	2.00
1	0.576	2.00
1	0.576	2.00
1	0.576	2.00
1	0.576	2.00
1	0.579	2.00
1	0.579	2.00
1	0.579	2.00
1	0.579	2.00
1	0.579	2.00
1	0.579	2.00
1	0.579	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.590	2.00
1	0.592	2.00
1	0.592	2.00
1	0.592	2.00
1	0.592	2.00
1	0.592	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.596	2.00
1	0.601	2.00
1	0.601	2.00
1	0.601	2.00
1	0.601	2.00
1	0.601	2.00
1	0.601	2.00
1	0.604	2.00
1	0.604	2.00
1	0.606	2.00
1	0.607	2.00
1	0.607	2.00
1	0.607	2.00
1	0.607	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.608	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.613	2.00
1	0.618	2.00
1	0.618	2.00
1	0.618	2.00
1	0.618	2.00
1	0.622	2.00
1	0.625	2.00
1	0.625	2.00
1	0.625	2.00
1	0.630	2.00
1	0.630	2.00
1	0.630	2.00
1	0.636	2.00
1	0.636	2.00
1	0.642	2.00
1	0.651	2.00
1	0.654	2.00
1	0.654	2.00
1	0.659	2.00
1	0.659	2.00
1	0.671	2.00
1	0.453	2.00
1	0.453	2.00
1	0.467	2.00
1	0.472	2.00
1	0.472	2.00
1	0.473	2.00
1	0.473	2.00
1	0.477	2.00
1	0.478	2.00
1	0.484	2.00
1	0.488	2.00
1	0.488	2.00
1	0.488	2.00
1	0.492	2.00
1	0.495	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.497	2.00
1	0.500	2.00
1	0.500	2.00
1	0.500	2.00
1	0.502	2.00
1	0.502	2.00
1	0.505	2.00
1	0.505	2.00
1	0.505	2.00
1	0.510	2.00
1	0.512	2.00
1	0.512	2.00
1	0.512	2.00
1	0.516	2.00
1	0.516	2.00
1	0.516	2.00
1	0.516	2.00
1	0.516	2.00
1	0.516	2.00
1	0.516	2.00
1	0.519	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.521	2.00
1	0.522	2.00
1	0.522	2.00
1	0.522	2.00
1	0.523	2.00
1	0.523	2.00
1	0.524	2.00
1	0.524	2.00
1	0.524	2.00
1	0.525	2.00
1	0.525	2.00
1	0.525	2.00
1	0.527	2.00
1	0.527	2.00
1	0.527	2.00
1	0.528	2.00
1	0.528	2.00
1	0.528	2.00
1	0.528	2.00
1	0.528	2.00
1	0.531	2.00
1	0.531	2.00
1	0.533	2.00
1	0.533	2.00
1	0.534	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.536	2.00
1	0.537	2.00
1	0.537	2.00
1	0.537	2.00
1	0.537	2.00
1	0.537	2.00
1	0.539	2.00
1	0.540	2.00
1	0.540	2.00
1	0.540	2.00
1	0.541	2.00
1	0.541	2.00
1	0.541	2.00
1	0.541	2.00
1	0.541	2.00
1	0.544	2.00
1	0.544	2.00
1	0.544	2.00
1	0.544	2.00
1	0.544	2.00
1	0.545	2.00
1	0.545	2.00
1	0.545	2.00
1	0.545	2.00
1	0.545	2.00
1	0.548	2.00
1	0.548	2.00
1	0.548	2.00
1	0.548	2.00
1	0.549	2.00
1	0.549	2.00
1	0.549	2.00
1	0.549	2.00
1	0.551	2.00
1	0.551	2.00
1	0.551	2.00
1	0.551	2.00
1	0.551	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.553	2.00
1	0.553	2.00
1	0.553	2.00
1	0.553	2.00
1	0.555	2.00
1	0.555	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.562	2.00
1	0.562	2.00
1	0.565	2.00
1	0.565	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.570	2.00
1	0.570	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.572	2.00
1	0.573	2.00
1	0.573	2.00
1	0.573	2.00
1	0.573	2.00
1	0.573	2.00
1	0.575	2.00
1	0.575	2.00
1	0.575	2.00
1	0.575	2.00
1	0.577	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.580	2.00
1	0.581	2.00
1	0.581	2.00
1	0.581	2.00
1	0.581	2.00
1	0.581	2.00
1	0.581	2.00
1	0.581	2.00
1	0.583	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.584	2.00
1	0.585	2.00
1	0.587	2.00
1	0.588	2.00
1	0.588	2.00
1	0.588	2.00
1	0.589	2.00
1	0.594	2.00
1	0.594	2.00
1	0.594	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.600	2.00
1	0.600	2.00
1	0.605	2.00
1	0.608	2.00
1	0.608	2.00
1	0.609	2.00
1	0.609	2.00
1	0.610	2.00
1	0.610	2.00
1	0.612	2.00
1	0.612	2.00
1	0.614	2.00
1	0.621	2.00
1	0.623	2.00
1	0.625	2.00
1	0.629	2.00
1	0.653	2.00
1	0.656	2.00
1	0.660	2.00
1	0.664	2.00
1	0.666	2.00
1	0.482	2.00
1	0.493	2.00
1	0.497	2.00
1	0.501	2.00
1	0.507	2.00
1	0.516	2.00
1	0.517	2.00
1	0.517	2.00
1	0.517	2.00
1	0.517	2.00
1	0.519	2.00
1	0.522	2.00
1	0.522	2.00
1	0.523	2.00
1	0.524	2.00
1	0.525	2.00
1	0.527	2.00
1	0.528	2.00
1	0.528	2.00
1	0.528	2.00
1	0.531	2.00
1	0.531	2.00
1	0.537	2.00
1	0.537	2.00
1	0.539	2.00
1	0.539	2.00
1	0.540	2.00
1	0.542	2.00
1	0.542	2.00
1	0.549	2.00
1	0.552	2.00
1	0.552	2.00
1	0.552	2.00
1	0.553	2.00
1	0.553	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.556	2.00
1	0.560	2.00
1	0.560	2.00
1	0.560	2.00
1	0.561	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.569	2.00
1	0.570	2.00
1	0.570	2.00
1	0.572	2.00
1	0.573	2.00
1	0.576	2.00
1	0.577	2.00
1	0.577	2.00
1	0.577	2.00
1	0.580	2.00
1	0.580	2.00
1	0.581	2.00
1	0.581	2.00
1	0.583	2.00
1	0.584	2.00
1	0.584	2.00
1	0.585	2.00
1	0.588	2.00
1	0.588	2.00
1	0.594	2.00
1	0.594	2.00
1	0.595	2.00
1	0.595	2.00
1	0.595	2.00
1	0.597	2.00
1	0.597	2.00
1	0.597	2.00
1	0.600	2.00
1	0.600	2.00
1	0.600	2.00
1	0.605	2.00
1	0.608	2.00
1	0.610	2.00
1	0.612	2.00
1	0.615	2.00
1	0.616	2.00
1	0.621	2.00
1	0.625	2.00
1	0.634	2.00
1	0.637	2.00
1	0.637	2.00
1	0.638	2.00
1	0.638	2.00
1	0.640	2.00
1	0.644	2.00
1	0.644	2.00
1	0.649	2.00
1	0.651	2.00
1	0.665	2.00
1	0.665	2.00
1	0.665	2.00
1	0.665	2.00
1	0.672	2.00
1	0.684	2.00
1	0.493	2.00
1	0.505	2.00
1	0.519	2.00
1	0.519	2.00
1	0.527	2.00
1	0.527	2.00
1	0.527	2.00
1	0.527	2.00
1	0.528	2.00
1	0.537	2.00
1	0.540	2.00
1	0.543	2.00
1	0.544	2.00
1	0.546	2.00
1	0.556	2.00
1	0.560	2.00
1	0.566	2.00
1	0.566	2.00
1	0.566	2.00
1	0.569	2.00
1	0.569	2.00
1	0.569	2.00
1	0.570	2.00
1	0.572	2.00
1	0.577	2.00
1	0.577	2.00
1	0.577	2.00
1	0.580	2.00
1	0.584	2.00
1	0.585	2.00
1	0.594	2.00
1	0.597	2.00
1	0.597	2.00
1	0.600	2.00
1	0.600	2.00
1	0.600	2.00
1	0.600	2.00
1	0.612	2.00
1	0.612	2.00
1	0.612	2.00
1	0.612	2.00
1	0.612	2.00
1	0.618	2.00
1	0.623	2.00
1	0.623	2.00
1	0.625	2.00
1	0.625	2.00
1	0.668	2.00
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
